Name,CCA,Indicator
Springdale Primary School,Pop and Jazz,
St. Andrew's Junior School,Pop and Jazz,
St. Anthony's Canossian Primary School,Pop and Jazz,
St. Anthony's Primary School,Pop and Jazz,
St. Gabriel's Primary School,Pop and Jazz,
St. Hilda's Primary School,Pop and Jazz,
St. Joseph's Institution Junior,Pop and Jazz,
St. Margaret's Primary School,Pop and Jazz,
St. Stephen's School,Pop and Jazz,
Tampines North Primary School,Pop and Jazz,
Tampines Primary School,Pop and Jazz,
Tanjong Katong Primary School,Pop and Jazz,
Tao Nan School,Pop and Jazz,
Teck Ghee Primary School,Pop and Jazz,
Teck Whye Primary School,Pop and Jazz,
Telok Kurau Primary School,Pop and Jazz,
Temasek Primary School,Pop and Jazz,
Townsville Primary School,Pop and Jazz,
Unity Primary School,Pop and Jazz,
Valour Primary School,Pop and Jazz,
Waterway Primary School,Pop and Jazz,
Wellington Primary School,Pop and Jazz,
West Grove Primary School,Pop and Jazz,
West Spring Primary School,Pop and Jazz,
West View Primary School,Pop and Jazz,
Westwood Primary School,Pop and Jazz,
White Sands Primary School,Pop and Jazz,
Woodgrove Primary School,Pop and Jazz,
Woodlands Primary School,Pop and Jazz,
Woodlands Ring Primary School,Pop and Jazz,
Xinghua Primary School,Pop and Jazz,
Xingnan Primary School,Pop and Jazz,
Xinmin Primary School,Pop and Jazz,
Xishan Primary School,Pop and Jazz,
Yangzheng Primary School,Pop and Jazz,
Yew Tee Primary School,Pop and Jazz,
Yio Chu Kang Primary School,Pop and Jazz,
Yishun Primary School,Pop and Jazz,
Yu Neng Primary School,Pop and Jazz,
Yuhua Primary School,Pop and Jazz,
Yumin Primary School,Pop and Jazz,
Zhangde Primary School,Pop and Jazz,
Zhenghua Primary School,Pop and Jazz,
Zhonghua Primary School,Pop and Jazz,
Admiralty Primary School,Publication,
Ahmad Ibrahim Primary School,Publication,
Ai Tong School,Publication,
Alexandra Primary School,Publication,
Anchor Green Primary School,Publication,
Anderson Primary School,Publication,
Ang Mo Kio Primary School,Publication,
Anglo-Chinese School (Junior),Publication,
Anglo-Chinese School (Primary),Publication,
Angsana Primary School,Publication,
Beacon Primary School,Publication,
Bedok Green Primary School,Publication,
Bendemeer Primary School,Publication,
Blangah Rise Primary School,Publication,
Boon Lay Garden Primary School,Publication,
Bukit Panjang Primary School,Publication,
Bukit Timah Primary School,Publication,
Bukit View Primary School,Publication,
CHIJ (Katong) Primary,Publication,
CHIJ (Kellock),Publication,
CHIJ Our Lady Queen of Peace,Publication,
CHIJ Our Lady of Good Counsel,Publication,
CHIJ Our Lady of the Nativity,Publication,
CHIJ Primary (Toa Payoh),Publication,
CHIJ St. Nicholas Girls' School (Primary Section),Publication,
Canberra Primary School,Publication,
Canossa Catholic Primary School,Publication,
Cantonment Primary School,Publication,
Casuarina Primary School,Publication,
Catholic High School (Primary Section),Publication,
Cedar Primary School,Publication,
Changkat Primary School,Publication,
Chongfu School,Publication,
Chongzheng Primary School,Publication,
Chua Chu Kang Primary School,Publication,
Clementi Primary School,Publication,
Compassvale Primary School,Publication,
Concord Primary School,Publication,
Corporation Primary School,Publication,
Damai Primary School,Publication,
Dazhong Primary School,Publication,
De La Salle School,Publication,
East Spring Primary School,Publication,
Edgefield Primary School,Publication,
Elias Park Primary School,Publication,
Endeavour Primary School,Publication,
Evergreen Primary School,Publication,
Fairfield Methodist School (Primary),Publication,
Farrer Park Primary School,Publication,
Fengshan Primary School,Publication,
Fern Green Primary School,Publication,
Fernvale Primary School,Publication,
First Toa Payoh Primary School,Publication,
Frontier Primary School,Publication,
Fuchun Primary School,Publication,
Fuhua Primary School,Publication,
Gan Eng Seng Primary School,Publication,
Geylang Methodist School (Primary),Publication,
Gongshang Primary School,Publication,
Greendale Primary School,Publication,
Greenridge Primary School,Publication,
Greenwood Primary School,Publication,
Haig Girls' School,Publication,
Henry Park Primary School,Publication,
Holy Innocents' Primary School,Publication,
Hong Wen School,Publication,
Horizon Primary School,Publication,
Hougang Primary School,Publication,
Huamin Primary School,Publication,
Innova Primary School,Publication,
Jiemin Primary School,Publication,
Jing Shan Primary School,Publication,
Junyuan Primary School,Publication,
Jurong Primary School,Publication,
Jurong West Primary School,Publication,
Keming Primary School,Publication,
Kheng Cheng School,Publication,
Kong Hwa School,Publication,
Kranji Primary School,Publication,
Kuo Chuan Presbyterian Primary School,Publication,
Lakeside Primary School,Publication,
Lianhua Primary School,Publication,
Maha Bodhi School,Publication,
Maris Stella High School (Primary Section),Publication,
Marsiling Primary School,Publication,
Marymount Convent School,Publication,
Mayflower Primary School,Publication,
Mee Toh School,Publication,1.0
Meridian Primary School,Publication,
Methodist Girls' School (Primary),Publication,
Montfort Junior School,Publication,
Nan Chiau Primary School,Publication,
Nan Hua Primary School,Publication,
Nanyang Primary School,Publication,
Naval Base Primary School,Publication,
New Town Primary School,Publication,
Ngee Ann Primary School,Publication,
North Spring Primary School,Publication,
North View Primary School,Publication,
North Vista Primary School,Publication,
Northland Primary School,Publication,
Northoaks Primary School,Publication,
Northshore Primary School,Publication,
Oasis Primary School,Publication,
Opera Estate Primary School,Publication,
Palm View Primary School,Publication,
Park View Primary School,Publication,
Pasir Ris Primary School,Publication,
Paya Lebar Methodist Girls' School (Primary),Publication,
Pei Chun Public School,Publication,
Pei Hwa Presbyterian Primary School,Publication,
Pei Tong Primary School,Publication,
Peiying Primary School,Publication,
Poi Ching School,Publication,
Princess Elizabeth Primary School,Publication,
Punggol Cove Primary School,Publication,
Punggol Green Primary School,Publication,
Punggol Primary School,Publication,
Punggol View Primary School,Publication,
Qifa Primary School,Publication,
Qihua Primary School,Publication,
Queenstown Primary School,Publication,
Radin Mas Primary School,Publication,
Raffles Girls' Primary School,Publication,
Red Swastika School,Publication,
River Valley Primary School,Publication,
Riverside Primary School,Publication,
Rivervale Primary School,Publication,
Rosyth School,Publication,
Rulang Primary School,Publication,
Sembawang Primary School,Publication,
Seng Kang Primary School,Publication,
Sengkang Green Primary School,Publication,
Shuqun Primary School,Publication,1.0
Si Ling Primary School,Publication,
Singapore Chinese Girls' Primary School,Publication,
South View Primary School,Publication,
Springdale Primary School,Publication,
St. Andrew's Junior School,Publication,
St. Anthony's Canossian Primary School,Publication,
St. Anthony's Primary School,Publication,
St. Gabriel's Primary School,Publication,
St. Hilda's Primary School,Publication,
St. Joseph's Institution Junior,Publication,
St. Margaret's Primary School,Publication,
St. Stephen's School,Publication,
Tampines North Primary School,Publication,
Tampines Primary School,Publication,
Tanjong Katong Primary School,Publication,
Tao Nan School,Publication,
Teck Ghee Primary School,Publication,
Teck Whye Primary School,Publication,
Telok Kurau Primary School,Publication,
Temasek Primary School,Publication,
Townsville Primary School,Publication,
Unity Primary School,Publication,
Valour Primary School,Publication,
Waterway Primary School,Publication,
Wellington Primary School,Publication,
West Grove Primary School,Publication,
West Spring Primary School,Publication,
West View Primary School,Publication,
Westwood Primary School,Publication,
White Sands Primary School,Publication,
Woodgrove Primary School,Publication,
Woodlands Primary School,Publication,
Woodlands Ring Primary School,Publication,
Xinghua Primary School,Publication,
Xingnan Primary School,Publication,
Xinmin Primary School,Publication,
Xishan Primary School,Publication,
Yangzheng Primary School,Publication,
Yew Tee Primary School,Publication,
Yio Chu Kang Primary School,Publication,
Yishun Primary School,Publication,
Yu Neng Primary School,Publication,
Yuhua Primary School,Publication,
Yumin Primary School,Publication,
Zhangde Primary School,Publication,
Zhenghua Primary School,Publication,
Zhonghua Primary School,Publication,
Admiralty Primary School,Red Cross Youth,
Ahmad Ibrahim Primary School,Red Cross Youth,
Ai Tong School,Red Cross Youth,
Alexandra Primary School,Red Cross Youth,
Anchor Green Primary School,Red Cross Youth,
Anderson Primary School,Red Cross Youth,
Ang Mo Kio Primary School,Red Cross Youth,1.0
Anglo-Chinese School (Junior),Red Cross Youth,
Anglo-Chinese School (Primary),Red Cross Youth,
Angsana Primary School,Red Cross Youth,1.0
Beacon Primary School,Red Cross Youth,
Bedok Green Primary School,Red Cross Youth,
Bendemeer Primary School,Red Cross Youth,
Blangah Rise Primary School,Red Cross Youth,1.0
Boon Lay Garden Primary School,Red Cross Youth,1.0
Bukit Panjang Primary School,Red Cross Youth,1.0
Bukit Timah Primary School,Red Cross Youth,
Bukit View Primary School,Red Cross Youth,1.0
CHIJ (Katong) Primary,Red Cross Youth,
CHIJ (Kellock),Red Cross Youth,
CHIJ Our Lady Queen of Peace,Red Cross Youth,
CHIJ Our Lady of Good Counsel,Red Cross Youth,
CHIJ Our Lady of the Nativity,Red Cross Youth,
CHIJ Primary (Toa Payoh),Red Cross Youth,
CHIJ St. Nicholas Girls' School (Primary Section),Red Cross Youth,
Canberra Primary School,Red Cross Youth,
Canossa Catholic Primary School,Red Cross Youth,
Cantonment Primary School,Red Cross Youth,
Casuarina Primary School,Red Cross Youth,
Catholic High School (Primary Section),Red Cross Youth,
Cedar Primary School,Red Cross Youth,
Changkat Primary School,Red Cross Youth,
Chongfu School,Red Cross Youth,1.0
Chongzheng Primary School,Red Cross Youth,
Chua Chu Kang Primary School,Red Cross Youth,
Clementi Primary School,Red Cross Youth,
Compassvale Primary School,Red Cross Youth,1.0
Concord Primary School,Red Cross Youth,
Corporation Primary School,Red Cross Youth,1.0
Damai Primary School,Red Cross Youth,1.0
Dazhong Primary School,Red Cross Youth,
De La Salle School,Red Cross Youth,
East Spring Primary School,Red Cross Youth,
Edgefield Primary School,Red Cross Youth,
Elias Park Primary School,Red Cross Youth,
Endeavour Primary School,Red Cross Youth,
Evergreen Primary School,Red Cross Youth,
Fairfield Methodist School (Primary),Red Cross Youth,1.0
Farrer Park Primary School,Red Cross Youth,
Fengshan Primary School,Red Cross Youth,1.0
Fern Green Primary School,Red Cross Youth,
Fernvale Primary School,Red Cross Youth,
First Toa Payoh Primary School,Red Cross Youth,
Frontier Primary School,Red Cross Youth,1.0
Fuchun Primary School,Red Cross Youth,
Fuhua Primary School,Red Cross Youth,
Gan Eng Seng Primary School,Red Cross Youth,
Geylang Methodist School (Primary),Red Cross Youth,
Gongshang Primary School,Red Cross Youth,
Greendale Primary School,Red Cross Youth,1.0
Greenridge Primary School,Red Cross Youth,
Greenwood Primary School,Red Cross Youth,
Haig Girls' School,Red Cross Youth,1.0
Henry Park Primary School,Red Cross Youth,
Holy Innocents' Primary School,Red Cross Youth,1.0
Hong Wen School,Red Cross Youth,
Horizon Primary School,Red Cross Youth,
Hougang Primary School,Red Cross Youth,
Huamin Primary School,Red Cross Youth,
Innova Primary School,Red Cross Youth,1.0
Jiemin Primary School,Red Cross Youth,1.0
Jing Shan Primary School,Red Cross Youth,
Junyuan Primary School,Red Cross Youth,
Jurong Primary School,Red Cross Youth,
Jurong West Primary School,Red Cross Youth,
Keming Primary School,Red Cross Youth,
Kheng Cheng School,Red Cross Youth,1.0
Kong Hwa School,Red Cross Youth,
Kranji Primary School,Red Cross Youth,
Kuo Chuan Presbyterian Primary School,Red Cross Youth,
Lakeside Primary School,Red Cross Youth,
Lianhua Primary School,Red Cross Youth,
Maha Bodhi School,Red Cross Youth,
Maris Stella High School (Primary Section),Red Cross Youth,
Marsiling Primary School,Red Cross Youth,
Marymount Convent School,Red Cross Youth,
Mayflower Primary School,Red Cross Youth,
Mee Toh School,Red Cross Youth,
Meridian Primary School,Red Cross Youth,
Methodist Girls' School (Primary),Red Cross Youth,
Montfort Junior School,Red Cross Youth,
Nan Chiau Primary School,Red Cross Youth,
Nan Hua Primary School,Red Cross Youth,
Nanyang Primary School,Red Cross Youth,
Naval Base Primary School,Red Cross Youth,1.0
New Town Primary School,Red Cross Youth,1.0
Ngee Ann Primary School,Red Cross Youth,
