Name,CCA,Indicator
Methodist Girls' School (Primary),Handbell Ensemble,1.0
Montfort Junior School,Handbell Ensemble,
Nan Chiau Primary School,Handbell Ensemble,
Nan Hua Primary School,Handbell Ensemble,
Nanyang Primary School,Handbell Ensemble,
Naval Base Primary School,Handbell Ensemble,
New Town Primary School,Handbell Ensemble,
Ngee Ann Primary School,Handbell Ensemble,
North Spring Primary School,Handbell Ensemble,
North View Primary School,Handbell Ensemble,
North Vista Primary School,Handbell Ensemble,
Northland Primary School,Handbell Ensemble,1.0
Northoaks Primary School,Handbell Ensemble,
Northshore Primary School,Handbell Ensemble,
Oasis Primary School,Handbell Ensemble,
Opera Estate Primary School,Handbell Ensemble,
Palm View Primary School,Handbell Ensemble,
Park View Primary School,Handbell Ensemble,
Pasir Ris Primary School,Handbell Ensemble,
Paya Lebar Methodist Girls' School (Primary),Handbell Ensemble,1.0
Pei Chun Public School,Handbell Ensemble,
Pei Hwa Presbyterian Primary School,Handbell Ensemble,
Pei Tong Primary School,Handbell Ensemble,
Peiying Primary School,Handbell Ensemble,
Poi Ching School,Handbell Ensemble,
Princess Elizabeth Primary School,Handbell Ensemble,
Punggol Cove Primary School,Handbell Ensemble,
Punggol Green Primary School,Handbell Ensemble,
Punggol Primary School,Handbell Ensemble,
Punggol View Primary School,Handbell Ensemble,
Qifa Primary School,Handbell Ensemble,
Qihua Primary School,Handbell Ensemble,
Queenstown Primary School,Handbell Ensemble,
Radin Mas Primary School,Handbell Ensemble,
Raffles Girls' Primary School,Handbell Ensemble,
Red Swastika School,Handbell Ensemble,
River Valley Primary School,Handbell Ensemble,
Riverside Primary School,Handbell Ensemble,
Rivervale Primary School,Handbell Ensemble,
Rosyth School,Handbell Ensemble,
Rulang Primary School,Handbell Ensemble,
Sembawang Primary School,Handbell Ensemble,
Seng Kang Primary School,Handbell Ensemble,
Sengkang Green Primary School,Handbell Ensemble,
Shuqun Primary School,Handbell Ensemble,
Si Ling Primary School,Handbell Ensemble,
Singapore Chinese Girls' Primary School,Handbell Ensemble,1.0
South View Primary School,Handbell Ensemble,
Springdale Primary School,Handbell Ensemble,
St. Andrew's Junior School,Handbell Ensemble,
St. Anthony's Canossian Primary School,Handbell Ensemble,
St. Anthony's Primary School,Handbell Ensemble,
St. Gabriel's Primary School,Handbell Ensemble,
St. Hilda's Primary School,Handbell Ensemble,
St. Joseph's Institution Junior,Handbell Ensemble,
St. Margaret's Primary School,Handbell Ensemble,
St. Stephen's School,Handbell Ensemble,
Tampines North Primary School,Handbell Ensemble,
Tampines Primary School,Handbell Ensemble,
Tanjong Katong Primary School,Handbell Ensemble,
Tao Nan School,Handbell Ensemble,
Teck Ghee Primary School,Handbell Ensemble,
Teck Whye Primary School,Handbell Ensemble,
Telok Kurau Primary School,Handbell Ensemble,
Temasek Primary School,Handbell Ensemble,
Townsville Primary School,Handbell Ensemble,
Unity Primary School,Handbell Ensemble,
Valour Primary School,Handbell Ensemble,
Waterway Primary School,Handbell Ensemble,
Wellington Primary School,Handbell Ensemble,
West Grove Primary School,Handbell Ensemble,
West Spring Primary School,Handbell Ensemble,
West View Primary School,Handbell Ensemble,
Westwood Primary School,Handbell Ensemble,
White Sands Primary School,Handbell Ensemble,
Woodgrove Primary School,Handbell Ensemble,
Woodlands Primary School,Handbell Ensemble,1.0
Woodlands Ring Primary School,Handbell Ensemble,
Xinghua Primary School,Handbell Ensemble,
Xingnan Primary School,Handbell Ensemble,
Xinmin Primary School,Handbell Ensemble,
Xishan Primary School,Handbell Ensemble,
Yangzheng Primary School,Handbell Ensemble,
Yew Tee Primary School,Handbell Ensemble,
Yio Chu Kang Primary School,Handbell Ensemble,1.0
Yishun Primary School,Handbell Ensemble,
Yu Neng Primary School,Handbell Ensemble,
Yuhua Primary School,Handbell Ensemble,
Yumin Primary School,Handbell Ensemble,
Zhangde Primary School,Handbell Ensemble,
Zhenghua Primary School,Handbell Ensemble,
Zhonghua Primary School,Handbell Ensemble,
Admiralty Primary School,Harmonica Ensemble,
Ahmad Ibrahim Primary School,Harmonica Ensemble,1.0
Ai Tong School,Harmonica Ensemble,
Alexandra Primary School,Harmonica Ensemble,
Anchor Green Primary School,Harmonica Ensemble,
Anderson Primary School,Harmonica Ensemble,
Ang Mo Kio Primary School,Harmonica Ensemble,
Anglo-Chinese School (Junior),Harmonica Ensemble,
Anglo-Chinese School (Primary),Harmonica Ensemble,
Angsana Primary School,Harmonica Ensemble,
Beacon Primary School,Harmonica Ensemble,
Bedok Green Primary School,Harmonica Ensemble,
Bendemeer Primary School,Harmonica Ensemble,
Blangah Rise Primary School,Harmonica Ensemble,
Boon Lay Garden Primary School,Harmonica Ensemble,
Bukit Panjang Primary School,Harmonica Ensemble,
Bukit Timah Primary School,Harmonica Ensemble,
Bukit View Primary School,Harmonica Ensemble,
CHIJ (Katong) Primary,Harmonica Ensemble,
CHIJ (Kellock),Harmonica Ensemble,
CHIJ Our Lady Queen of Peace,Harmonica Ensemble,
CHIJ Our Lady of Good Counsel,Harmonica Ensemble,
CHIJ Our Lady of the Nativity,Harmonica Ensemble,
CHIJ Primary (Toa Payoh),Harmonica Ensemble,
CHIJ St. Nicholas Girls' School (Primary Section),Harmonica Ensemble,
Canberra Primary School,Harmonica Ensemble,
Canossa Catholic Primary School,Harmonica Ensemble,
Cantonment Primary School,Harmonica Ensemble,
Casuarina Primary School,Harmonica Ensemble,
Catholic High School (Primary Section),Harmonica Ensemble,
Cedar Primary School,Harmonica Ensemble,
Changkat Primary School,Harmonica Ensemble,
Chongfu School,Harmonica Ensemble,
Chongzheng Primary School,Harmonica Ensemble,
Chua Chu Kang Primary School,Harmonica Ensemble,
Clementi Primary School,Harmonica Ensemble,
Compassvale Primary School,Harmonica Ensemble,1.0
Concord Primary School,Harmonica Ensemble,
Corporation Primary School,Harmonica Ensemble,
Damai Primary School,Harmonica Ensemble,
Dazhong Primary School,Harmonica Ensemble,
De La Salle School,Harmonica Ensemble,
East Spring Primary School,Harmonica Ensemble,
Edgefield Primary School,Harmonica Ensemble,
Elias Park Primary School,Harmonica Ensemble,
Endeavour Primary School,Harmonica Ensemble,
Evergreen Primary School,Harmonica Ensemble,
Fairfield Methodist School (Primary),Harmonica Ensemble,
Farrer Park Primary School,Harmonica Ensemble,
Fengshan Primary School,Harmonica Ensemble,
Fern Green Primary School,Harmonica Ensemble,
Fernvale Primary School,Harmonica Ensemble,
First Toa Payoh Primary School,Harmonica Ensemble,
Frontier Primary School,Harmonica Ensemble,
Fuchun Primary School,Harmonica Ensemble,
Fuhua Primary School,Harmonica Ensemble,
Gan Eng Seng Primary School,Harmonica Ensemble,
Geylang Methodist School (Primary),Harmonica Ensemble,
Gongshang Primary School,Harmonica Ensemble,
Greendale Primary School,Harmonica Ensemble,
Greenridge Primary School,Harmonica Ensemble,
Greenwood Primary School,Harmonica Ensemble,
Haig Girls' School,Harmonica Ensemble,
Henry Park Primary School,Harmonica Ensemble,
Holy Innocents' Primary School,Harmonica Ensemble,
Hong Wen School,Harmonica Ensemble,
Horizon Primary School,Harmonica Ensemble,
Hougang Primary School,Harmonica Ensemble,
Huamin Primary School,Harmonica Ensemble,
Innova Primary School,Harmonica Ensemble,1.0
Jiemin Primary School,Harmonica Ensemble,
Jing Shan Primary School,Harmonica Ensemble,
Junyuan Primary School,Harmonica Ensemble,
Jurong Primary School,Harmonica Ensemble,
Jurong West Primary School,Harmonica Ensemble,
Keming Primary School,Harmonica Ensemble,
Kheng Cheng School,Harmonica Ensemble,
Kong Hwa School,Harmonica Ensemble,
Kranji Primary School,Harmonica Ensemble,
Kuo Chuan Presbyterian Primary School,Harmonica Ensemble,
Lakeside Primary School,Harmonica Ensemble,1.0
Lianhua Primary School,Harmonica Ensemble,
Maha Bodhi School,Harmonica Ensemble,
Maris Stella High School (Primary Section),Harmonica Ensemble,
Marsiling Primary School,Harmonica Ensemble,
Marymount Convent School,Harmonica Ensemble,
Mayflower Primary School,Harmonica Ensemble,
Mee Toh School,Harmonica Ensemble,
Meridian Primary School,Harmonica Ensemble,
Methodist Girls' School (Primary),Harmonica Ensemble,
Montfort Junior School,Harmonica Ensemble,
Nan Chiau Primary School,Harmonica Ensemble,
Nan Hua Primary School,Harmonica Ensemble,
Nanyang Primary School,Harmonica Ensemble,
Naval Base Primary School,Harmonica Ensemble,
New Town Primary School,Harmonica Ensemble,
Ngee Ann Primary School,Harmonica Ensemble,
North Spring Primary School,Harmonica Ensemble,
North View Primary School,Harmonica Ensemble,
North Vista Primary School,Harmonica Ensemble,
Northland Primary School,Harmonica Ensemble,
Northoaks Primary School,Harmonica Ensemble,
Northshore Primary School,Harmonica Ensemble,
Oasis Primary School,Harmonica Ensemble,
Opera Estate Primary School,Harmonica Ensemble,
Palm View Primary School,Harmonica Ensemble,
Park View Primary School,Harmonica Ensemble,
Pasir Ris Primary School,Harmonica Ensemble,
Paya Lebar Methodist Girls' School (Primary),Harmonica Ensemble,
Pei Chun Public School,Harmonica Ensemble,
Pei Hwa Presbyterian Primary School,Harmonica Ensemble,
Pei Tong Primary School,Harmonica Ensemble,
Peiying Primary School,Harmonica Ensemble,
Poi Ching School,Harmonica Ensemble,
Princess Elizabeth Primary School,Harmonica Ensemble,
Punggol Cove Primary School,Harmonica Ensemble,
Punggol Green Primary School,Harmonica Ensemble,
Punggol Primary School,Harmonica Ensemble,
Punggol View Primary School,Harmonica Ensemble,
Qifa Primary School,Harmonica Ensemble,
Qihua Primary School,Harmonica Ensemble,
Queenstown Primary School,Harmonica Ensemble,
Radin Mas Primary School,Harmonica Ensemble,
Raffles Girls' Primary School,Harmonica Ensemble,
Red Swastika School,Harmonica Ensemble,
River Valley Primary School,Harmonica Ensemble,
Riverside Primary School,Harmonica Ensemble,
Rivervale Primary School,Harmonica Ensemble,
Rosyth School,Harmonica Ensemble,
Rulang Primary School,Harmonica Ensemble,
Sembawang Primary School,Harmonica Ensemble,
Seng Kang Primary School,Harmonica Ensemble,
Sengkang Green Primary School,Harmonica Ensemble,
Shuqun Primary School,Harmonica Ensemble,
Si Ling Primary School,Harmonica Ensemble,
Singapore Chinese Girls' Primary School,Harmonica Ensemble,
South View Primary School,Harmonica Ensemble,
Springdale Primary School,Harmonica Ensemble,
St. Andrew's Junior School,Harmonica Ensemble,
St. Anthony's Canossian Primary School,Harmonica Ensemble,
St. Anthony's Primary School,Harmonica Ensemble,
St. Gabriel's Primary School,Harmonica Ensemble,
St. Hilda's Primary School,Harmonica Ensemble,
St. Joseph's Institution Junior,Harmonica Ensemble,
St. Margaret's Primary School,Harmonica Ensemble,
St. Stephen's School,Harmonica Ensemble,
Tampines North Primary School,Harmonica Ensemble,
Tampines Primary School,Harmonica Ensemble,
Tanjong Katong Primary School,Harmonica Ensemble,
Tao Nan School,Harmonica Ensemble,
Teck Ghee Primary School,Harmonica Ensemble,
Teck Whye Primary School,Harmonica Ensemble,
Telok Kurau Primary School,Harmonica Ensemble,
Temasek Primary School,Harmonica Ensemble,
Townsville Primary School,Harmonica Ensemble,
Unity Primary School,Harmonica Ensemble,
Valour Primary School,Harmonica Ensemble,
Waterway Primary School,Harmonica Ensemble,
Wellington Primary School,Harmonica Ensemble,
West Grove Primary School,Harmonica Ensemble,
West Spring Primary School,Harmonica Ensemble,
West View Primary School,Harmonica Ensemble,
Westwood Primary School,Harmonica Ensemble,
White Sands Primary School,Harmonica Ensemble,
Woodgrove Primary School,Harmonica Ensemble,
Woodlands Primary School,Harmonica Ensemble,
Woodlands Ring Primary School,Harmonica Ensemble,
Xinghua Primary School,Harmonica Ensemble,
Xingnan Primary School,Harmonica Ensemble,
Xinmin Primary School,Harmonica Ensemble,
Xishan Primary School,Harmonica Ensemble,
Yangzheng Primary School,Harmonica Ensemble,
Yew Tee Primary School,Harmonica Ensemble,
Yio Chu Kang Primary School,Harmonica Ensemble,
Yishun Primary School,Harmonica Ensemble,
Yu Neng Primary School,Harmonica Ensemble,
Yuhua Primary School,Harmonica Ensemble,
Yumin Primary School,Harmonica Ensemble,
Zhangde Primary School,Harmonica Ensemble,
Zhenghua Primary School,Harmonica Ensemble,
Zhonghua Primary School,Harmonica Ensemble,
Admiralty Primary School,Health and Fitness,
Ahmad Ibrahim Primary School,Health and Fitness,
Ai Tong School,Health and Fitness,
Alexandra Primary School,Health and Fitness,
Anchor Green Primary School,Health and Fitness,
Anderson Primary School,Health and Fitness,
Ang Mo Kio Primary School,Health and Fitness,
Anglo-Chinese School (Junior),Health and Fitness,
Anglo-Chinese School (Primary),Health and Fitness,
Angsana Primary School,Health and Fitness,
Beacon Primary School,Health and Fitness,
Bedok Green Primary School,Health and Fitness,
Bendemeer Primary School,Health and Fitness,
Blangah Rise Primary School,Health and Fitness,
Boon Lay Garden Primary School,Health and Fitness,
Bukit Panjang Primary School,Health and Fitness,
Bukit Timah Primary School,Health and Fitness,
Bukit View Primary School,Health and Fitness,
CHIJ (Katong) Primary,Health and Fitness,
CHIJ (Kellock),Health and Fitness,
CHIJ Our Lady Queen of Peace,Health and Fitness,
CHIJ Our Lady of Good Counsel,Health and Fitness,
CHIJ Our Lady of the Nativity,Health and Fitness,
CHIJ Primary (Toa Payoh),Health and Fitness,
CHIJ St. Nicholas Girls' School (Primary Section),Health and Fitness,
Canberra Primary School,Health and Fitness,
Canossa Catholic Primary School,Health and Fitness,
Cantonment Primary School,Health and Fitness,
Casuarina Primary School,Health and Fitness,
Catholic High School (Primary Section),Health and Fitness,
Cedar Primary School,Health and Fitness,
Changkat Primary School,Health and Fitness,
Chongfu School,Health and Fitness,
Chongzheng Primary School,Health and Fitness,
Chua Chu Kang Primary School,Health and Fitness,
Clementi Primary School,Health and Fitness,
Compassvale Primary School,Health and Fitness,
Concord Primary School,Health and Fitness,
Corporation Primary School,Health and Fitness,
Damai Primary School,Health and Fitness,
Dazhong Primary School,Health and Fitness,
De La Salle School,Health and Fitness,
East Spring Primary School,Health and Fitness,
Edgefield Primary School,Health and Fitness,
Elias Park Primary School,Health and Fitness,
Endeavour Primary School,Health and Fitness,
Evergreen Primary School,Health and Fitness,
Fairfield Methodist School (Primary),Health and Fitness,
Farrer Park Primary School,Health and Fitness,
Fengshan Primary School,Health and Fitness,1.0
Fern Green Primary School,Health and Fitness,
Fernvale Primary School,Health and Fitness,
First Toa Payoh Primary School,Health and Fitness,
Frontier Primary School,Health and Fitness,
Fuchun Primary School,Health and Fitness,
Fuhua Primary School,Health and Fitness,
Gan Eng Seng Primary School,Health and Fitness,
Geylang Methodist School (Primary),Health and Fitness,
Gongshang Primary School,Health and Fitness,
Greendale Primary School,Health and Fitness,
Greenridge Primary School,Health and Fitness,
Greenwood Primary School,Health and Fitness,
Haig Girls' School,Health and Fitness,
Henry Park Primary School,Health and Fitness,
Holy Innocents' Primary School,Health and Fitness,
Hong Wen School,Health and Fitness,
Horizon Primary School,Health and Fitness,
Hougang Primary School,Health and Fitness,1.0
Huamin Primary School,Health and Fitness,
Innova Primary School,Health and Fitness,
Jiemin Primary School,Health and Fitness,
Jing Shan Primary School,Health and Fitness,
Junyuan Primary School,Health and Fitness,
Jurong Primary School,Health and Fitness,
Jurong West Primary School,Health and Fitness,
Keming Primary School,Health and Fitness,
Kheng Cheng School,Health and Fitness,
Kong Hwa School,Health and Fitness,
Kranji Primary School,Health and Fitness,
Kuo Chuan Presbyterian Primary School,Health and Fitness,
Lakeside Primary School,Health and Fitness,
Lianhua Primary School,Health and Fitness,
Maha Bodhi School,Health and Fitness,
Maris Stella High School (Primary Section),Health and Fitness,
Marsiling Primary School,Health and Fitness,
Marymount Convent School,Health and Fitness,
Mayflower Primary School,Health and Fitness,
Mee Toh School,Health and Fitness,
Meridian Primary School,Health and Fitness,
Methodist Girls' School (Primary),Health and Fitness,
Montfort Junior School,Health and Fitness,
Nan Chiau Primary School,Health and Fitness,
Nan Hua Primary School,Health and Fitness,
Nanyang Primary School,Health and Fitness,
Naval Base Primary School,Health and Fitness,
New Town Primary School,Health and Fitness,
Ngee Ann Primary School,Health and Fitness,
North Spring Primary School,Health and Fitness,
North View Primary School,Health and Fitness,
North Vista Primary School,Health and Fitness,
Northland Primary School,Health and Fitness,
Northoaks Primary School,Health and Fitness,
Northshore Primary School,Health and Fitness,
Oasis Primary School,Health and Fitness,
Opera Estate Primary School,Health and Fitness,
Palm View Primary School,Health and Fitness,
Park View Primary School,Health and Fitness,
Pasir Ris Primary School,Health and Fitness,
Paya Lebar Methodist Girls' School (Primary),Health and Fitness,
Pei Chun Public School,Health and Fitness,
Pei Hwa Presbyterian Primary School,Health and Fitness,
Pei Tong Primary School,Health and Fitness,
Peiying Primary School,Health and Fitness,
Poi Ching School,Health and Fitness,
Princess Elizabeth Primary School,Health and Fitness,
Punggol Cove Primary School,Health and Fitness,1.0
Punggol Green Primary School,Health and Fitness,
Punggol Primary School,Health and Fitness,1.0
Punggol View Primary School,Health and Fitness,
Qifa Primary School,Health and Fitness,
Qihua Primary School,Health and Fitness,
Queenstown Primary School,Health and Fitness,
Radin Mas Primary School,Health and Fitness,
Raffles Girls' Primary School,Health and Fitness,
Red Swastika School,Health and Fitness,
River Valley Primary School,Health and Fitness,
Riverside Primary School,Health and Fitness,
Rivervale Primary School,Health and Fitness,
Rosyth School,Health and Fitness,
Rulang Primary School,Health and Fitness,
Sembawang Primary School,Health and Fitness,
Seng Kang Primary School,Health and Fitness,
Sengkang Green Primary School,Health and Fitness,
Shuqun Primary School,Health and Fitness,
Si Ling Primary School,Health and Fitness,
Singapore Chinese Girls' Primary School,Health and Fitness,
South View Primary School,Health and Fitness,
Springdale Primary School,Health and Fitness,
St. Andrew's Junior School,Health and Fitness,
St. Anthony's Canossian Primary School,Health and Fitness,
St. Anthony's Primary School,Health and Fitness,
St. Gabriel's Primary School,Health and Fitness,
St. Hilda's Primary School,Health and Fitness,
St. Joseph's Institution Junior,Health and Fitness,
St. Margaret's Primary School,Health and Fitness,
St. Stephen's School,Health and Fitness,
Tampines North Primary School,Health and Fitness,
Tampines Primary School,Health and Fitness,
Tanjong Katong Primary School,Health and Fitness,
Tao Nan School,Health and Fitness,
Teck Ghee Primary School,Health and Fitness,1.0
Teck Whye Primary School,Health and Fitness,
Telok Kurau Primary School,Health and Fitness,
Temasek Primary School,Health and Fitness,
Townsville Primary School,Health and Fitness,
Unity Primary School,Health and Fitness,
Valour Primary School,Health and Fitness,
Waterway Primary School,Health and Fitness,
Wellington Primary School,Health and Fitness,
West Grove Primary School,Health and Fitness,
West Spring Primary School,Health and Fitness,
West View Primary School,Health and Fitness,
Westwood Primary School,Health and Fitness,
White Sands Primary School,Health and Fitness,
Woodgrove Primary School,Health and Fitness,
Woodlands Primary School,Health and Fitness,
Woodlands Ring Primary School,Health and Fitness,
Xinghua Primary School,Health and Fitness,
Xingnan Primary School,Health and Fitness,
Xinmin Primary School,Health and Fitness,
Xishan Primary School,Health and Fitness,
Yangzheng Primary School,Health and Fitness,
Yew Tee Primary School,Health and Fitness,
Yio Chu Kang Primary School,Health and Fitness,
Yishun Primary School,Health and Fitness,
Yu Neng Primary School,Health and Fitness,
Yuhua Primary School,Health and Fitness,
Yumin Primary School,Health and Fitness,
Zhangde Primary School,Health and Fitness,
Zhenghua Primary School,Health and Fitness,
Zhonghua Primary School,Health and Fitness,
Admiralty Primary School,Hockey,
Ahmad Ibrahim Primary School,Hockey,
Ai Tong School,Hockey,
Alexandra Primary School,Hockey,
Anchor Green Primary School,Hockey,
Anderson Primary School,Hockey,
Ang Mo Kio Primary School,Hockey,
Anglo-Chinese School (Junior),Hockey,
Anglo-Chinese School (Primary),Hockey,
Angsana Primary School,Hockey,
Beacon Primary School,Hockey,
Bedok Green Primary School,Hockey,
Bendemeer Primary School,Hockey,
Blangah Rise Primary School,Hockey,
Boon Lay Garden Primary School,Hockey,
Bukit Panjang Primary School,Hockey,1.0
Bukit Timah Primary School,Hockey,
Bukit View Primary School,Hockey,
CHIJ (Katong) Primary,Hockey,
CHIJ (Kellock),Hockey,
CHIJ Our Lady Queen of Peace,Hockey,
CHIJ Our Lady of Good Counsel,Hockey,
CHIJ Our Lady of the Nativity,Hockey,
CHIJ Primary (Toa Payoh),Hockey,
CHIJ St. Nicholas Girls' School (Primary Section),Hockey,
Canberra Primary School,Hockey,
Canossa Catholic Primary School,Hockey,
Cantonment Primary School,Hockey,1.0
Casuarina Primary School,Hockey,
Catholic High School (Primary Section),Hockey,
Cedar Primary School,Hockey,
Changkat Primary School,Hockey,
Chongfu School,Hockey,
Chongzheng Primary School,Hockey,1.0
Chua Chu Kang Primary School,Hockey,
Clementi Primary School,Hockey,
Compassvale Primary School,Hockey,
Concord Primary School,Hockey,
Corporation Primary School,Hockey,
Damai Primary School,Hockey,
Dazhong Primary School,Hockey,
De La Salle School,Hockey,
East Spring Primary School,Hockey,
Edgefield Primary School,Hockey,
Elias Park Primary School,Hockey,
Endeavour Primary School,Hockey,
Evergreen Primary School,Hockey,
Fairfield Methodist School (Primary),Hockey,
Farrer Park Primary School,Hockey,
Fengshan Primary School,Hockey,
Fern Green Primary School,Hockey,
Fernvale Primary School,Hockey,
First Toa Payoh Primary School,Hockey,
Frontier Primary School,Hockey,
Fuchun Primary School,Hockey,
Fuhua Primary School,Hockey,
Gan Eng Seng Primary School,Hockey,
Geylang Methodist School (Primary),Hockey,
Gongshang Primary School,Hockey,
Greendale Primary School,Hockey,
Greenridge Primary School,Hockey,
Greenwood Primary School,Hockey,
Haig Girls' School,Hockey,
Henry Park Primary School,Hockey,
Holy Innocents' Primary School,Hockey,
Hong Wen School,Hockey,
Horizon Primary School,Hockey,
Hougang Primary School,Hockey,1.0
Huamin Primary School,Hockey,1.0
Innova Primary School,Hockey,
Jiemin Primary School,Hockey,
Jing Shan Primary School,Hockey,
Junyuan Primary School,Hockey,
Jurong Primary School,Hockey,
Jurong West Primary School,Hockey,1.0
Keming Primary School,Hockey,
Kheng Cheng School,Hockey,
Kong Hwa School,Hockey,
Kranji Primary School,Hockey,
Kuo Chuan Presbyterian Primary School,Hockey,
Lakeside Primary School,Hockey,
Lianhua Primary School,Hockey,
Maha Bodhi School,Hockey,
Maris Stella High School (Primary Section),Hockey,
Marsiling Primary School,Hockey,
Marymount Convent School,Hockey,
Mayflower Primary School,Hockey,
Mee Toh School,Hockey,
Meridian Primary School,Hockey,
Methodist Girls' School (Primary),Hockey,
Montfort Junior School,Hockey,
Nan Chiau Primary School,Hockey,
Nan Hua Primary School,Hockey,
Nanyang Primary School,Hockey,
Naval Base Primary School,Hockey,
New Town Primary School,Hockey,
Ngee Ann Primary School,Hockey,
North Spring Primary School,Hockey,
North View Primary School,Hockey,
North Vista Primary School,Hockey,
Northland Primary School,Hockey,
Northoaks Primary School,Hockey,
Northshore Primary School,Hockey,
Oasis Primary School,Hockey,
Opera Estate Primary School,Hockey,
Palm View Primary School,Hockey,
Park View Primary School,Hockey,1.0
Pasir Ris Primary School,Hockey,
Paya Lebar Methodist Girls' School (Primary),Hockey,
Pei Chun Public School,Hockey,
Pei Hwa Presbyterian Primary School,Hockey,
Pei Tong Primary School,Hockey,
Peiying Primary School,Hockey,
Poi Ching School,Hockey,
Princess Elizabeth Primary School,Hockey,
Punggol Cove Primary School,Hockey,
Punggol Green Primary School,Hockey,
Punggol Primary School,Hockey,1.0
Punggol View Primary School,Hockey,
Qifa Primary School,Hockey,
Qihua Primary School,Hockey,
Queenstown Primary School,Hockey,
Radin Mas Primary School,Hockey,1.0
Raffles Girls' Primary School,Hockey,
Red Swastika School,Hockey,
River Valley Primary School,Hockey,
Riverside Primary School,Hockey,
Rivervale Primary School,Hockey,1.0
Rosyth School,Hockey,
Rulang Primary School,Hockey,
Sembawang Primary School,Hockey,
Seng Kang Primary School,Hockey,
Sengkang Green Primary School,Hockey,
Shuqun Primary School,Hockey,
Si Ling Primary School,Hockey,
Singapore Chinese Girls' Primary School,Hockey,
South View Primary School,Hockey,
Springdale Primary School,Hockey,
St. Andrew's Junior School,Hockey,1.0
St. Anthony's Canossian Primary School,Hockey,
St. Anthony's Primary School,Hockey,
St. Gabriel's Primary School,Hockey,
St. Hilda's Primary School,Hockey,1.0
St. Joseph's Institution Junior,Hockey,
St. Margaret's Primary School,Hockey,
St. Stephen's School,Hockey,
Tampines North Primary School,Hockey,
Tampines Primary School,Hockey,
Tanjong Katong Primary School,Hockey,
Tao Nan School,Hockey,
Teck Ghee Primary School,Hockey,
Teck Whye Primary School,Hockey,
Telok Kurau Primary School,Hockey,
Temasek Primary School,Hockey,
Townsville Primary School,Hockey,
Unity Primary School,Hockey,
Valour Primary School,Hockey,
Waterway Primary School,Hockey,
Wellington Primary School,Hockey,
West Grove Primary School,Hockey,
West Spring Primary School,Hockey,
West View Primary School,Hockey,
Westwood Primary School,Hockey,
White Sands Primary School,Hockey,
Woodgrove Primary School,Hockey,
Woodlands Primary School,Hockey,
Woodlands Ring Primary School,Hockey,
Xinghua Primary School,Hockey,
Xingnan Primary School,Hockey,
Xinmin Primary School,Hockey,
Xishan Primary School,Hockey,1.0
Yangzheng Primary School,Hockey,
Yew Tee Primary School,Hockey,
Yio Chu Kang Primary School,Hockey,
Yishun Primary School,Hockey,
Yu Neng Primary School,Hockey,
Yuhua Primary School,Hockey,
Yumin Primary School,Hockey,
Zhangde Primary School,Hockey,
Zhenghua Primary School,Hockey,
Zhonghua Primary School,Hockey,
Admiralty Primary School,Home Economics,
Ahmad Ibrahim Primary School,Home Economics,
Ai Tong School,Home Economics,
Alexandra Primary School,Home Economics,
Anchor Green Primary School,Home Economics,
Anderson Primary School,Home Economics,
Ang Mo Kio Primary School,Home Economics,
Anglo-Chinese School (Junior),Home Economics,
Anglo-Chinese School (Primary),Home Economics,
Angsana Primary School,Home Economics,
Beacon Primary School,Home Economics,
Bedok Green Primary School,Home Economics,
Bendemeer Primary School,Home Economics,
Blangah Rise Primary School,Home Economics,
Boon Lay Garden Primary School,Home Economics,
Bukit Panjang Primary School,Home Economics,
Bukit Timah Primary School,Home Economics,
Bukit View Primary School,Home Economics,
CHIJ (Katong) Primary,Home Economics,1.0
CHIJ (Kellock),Home Economics,1.0
CHIJ Our Lady Queen of Peace,Home Economics,
CHIJ Our Lady of Good Counsel,Home Economics,
CHIJ Our Lady of the Nativity,Home Economics,
CHIJ Primary (Toa Payoh),Home Economics,
CHIJ St. Nicholas Girls' School (Primary Section),Home Economics,
Canberra Primary School,Home Economics,1.0
Canossa Catholic Primary School,Home Economics,
Cantonment Primary School,Home Economics,
Casuarina Primary School,Home Economics,
Catholic High School (Primary Section),Home Economics,
Cedar Primary School,Home Economics,
Changkat Primary School,Home Economics,
Chongfu School,Home Economics,
Chongzheng Primary School,Home Economics,
Chua Chu Kang Primary School,Home Economics,
Clementi Primary School,Home Economics,
Compassvale Primary School,Home Economics,
Concord Primary School,Home Economics,
Corporation Primary School,Home Economics,
Damai Primary School,Home Economics,
Dazhong Primary School,Home Economics,
De La Salle School,Home Economics,
East Spring Primary School,Home Economics,
Edgefield Primary School,Home Economics,
Elias Park Primary School,Home Economics,
Endeavour Primary School,Home Economics,
Evergreen Primary School,Home Economics,
Fairfield Methodist School (Primary),Home Economics,
Farrer Park Primary School,Home Economics,
Fengshan Primary School,Home Economics,
Fern Green Primary School,Home Economics,
Fernvale Primary School,Home Economics,
First Toa Payoh Primary School,Home Economics,
Frontier Primary School,Home Economics,
Fuchun Primary School,Home Economics,
Fuhua Primary School,Home Economics,
Gan Eng Seng Primary School,Home Economics,
Geylang Methodist School (Primary),Home Economics,
Gongshang Primary School,Home Economics,
Greendale Primary School,Home Economics,
Greenridge Primary School,Home Economics,
Greenwood Primary School,Home Economics,
Haig Girls' School,Home Economics,
Henry Park Primary School,Home Economics,
Holy Innocents' Primary School,Home Economics,
Hong Wen School,Home Economics,
